id;description;amount;timestamp;merchant;operation_type;side
2451;"Refund from Darty";1891,56;"2023-12-24 10:17:02";"Darty";"payment";"credit"
2452;"Invoice from Franprix";-974,24;"2023-04-18 23:13:12";"Franprix";"direct_debit";"debit"
2453;"Direct debit";226,75;"2024-04-17 07:31:18";"Fnac";"refund";"credit"
2454;"Refund from Intermarche";1233,56;"2024-04-05 17:36:13";"Intermarche";"transfer";"credit"
2455;"Refund from Deliveroo";-111,13;"2023-07-15 05:42:40";"Deliveroo";"refund";"debit"
2456;"Direct debit";2715,75;"2023-04-12 16:08:56";"Darty";"payment";"credit"
2457;"Direct debit";-611,67;"2024-03-16 00:37:20";"Fnac";"refund";"debit"
2458;"Subscription to Leclerc";-231,81;"2023-07-28 06:38:57";"Leclerc";"refund";"debit"
2459;"Card expense at Veolia";-1401,10;"2023-05-16 08:13:18";"Veolia";"transfer";"debit"
2460;"Direct debit";-1299,24;"2023-06-27 16:21:25";"Carrefour";"refund";"debit"
2461;"Incoming transfer";-370,51;"2024-03-05 23:45:26";"Lidl";"direct_debit";"debit"
2462;"Purchase at Carrefour";4315,87;"2023-07-29 10:22:22";"Carrefour";"direct_debit";"credit"
2463;"Refund from Auchan";1520,20;"2023-08-20 19:43:22";"Auchan";"refund";"credit"
2464;"Outgoing transfer";-1321,29;"2024-02-04 20:58:55";"Intermarche";"payment";"debit"
2465;"Incoming transfer";3873,13;"2023-03-15 23:11:54";"Transilien";"payment";"credit"
2466;"Incoming transfer";2900,88;"2024-01-03 19:25:45";"Darty";"direct_debit";"credit"
2467;"Online payment";4290,41;"2023-02-03 08:31:34";"Auchan";"refund";"credit"
2468;"Online payment";-1812,77;"2023-08-04 17:16:30";"Darty";"direct_debit";"debit"
2469;"Direct debit";-995,62;"2024-02-05 15:07:54";"Intermarche";"transfer";"debit"
2470;"Receipt from Auchan";1228,81;"2023-06-21 17:10:14";"Auchan";"direct_debit";"credit"
2471;"Card expense at Amazon.fr";-1446,99;"2023-02-03 08:54:05";"Amazon.fr";"direct_debit";"debit"
2472;"Refund from TotalEnergies";1651,91;"2023-02-28 11:10:05";"TotalEnergies";"payment";"credit"
2473;"Invoice from SNCF";2410,79;"2023-10-22 19:41:07";"SNCF";"refund";"credit"
2474;"Outgoing transfer";-477,96;"2023-02-23 11:52:47";"SNCF";"direct_debit";"debit"
2475;"Online payment";3747,75;"2023-08-22 05:06:42";"Amazon.fr";"transfer";"credit"
2476;"Outgoing transfer";-393,22;"2023-03-04 02:57:29";"Transilien";"payment";"debit"
2477;"Card expense at Fnac";-1770,12;"2024-03-18 03:12:05";"Fnac";"refund";"debit"
2478;"Online payment";-1060,10;"2023-10-03 06:06:17";"Amazon.fr";"payment";"debit"
2479;"Purchase at Lidl";-573,18;"2024-03-15 16:25:40";"Lidl";"refund";"debit"
2480;"Subscription to SNCF";-1490,64;"2023-02-08 15:04:29";"SNCF";"direct_debit";"debit"
2481;"Outgoing transfer";1368,76;"2023-01-22 22:45:14";"Carrefour";"direct_debit";"credit"
2482;"Outgoing transfer";-633,89;"2023-01-05 05:05:02";"Franprix";"transfer";"debit"
2483;"Subscription to Monoprix";-1264,25;"2023-10-07 15:53:25";"Monoprix";"refund";"debit"
2484;"Purchase at SNCF";-49,23;"2023-04-30 00:52:34";"SNCF";"payment";"debit"
2485;"Card expense at Carrefour";-1282,17;"2023-10-21 21:48:08";"Carrefour";"payment";"debit"
2486;"Outgoing transfer";963,07;"2023-09-04 08:27:35";"Monoprix";"refund";"credit"
2487;"Direct debit";4623,22;"2023-06-29 15:23:36";"Veolia";"refund";"credit"
2488;"Purchase at Orange";-1601,56;"2024-02-01 13:17:20";"Orange";"transfer";"debit"
2489;"Direct debit";1622,38;"2024-03-07 04:34:37";"Auchan";"refund";"credit"
2490;"Subscription to Fnac";-1183,31;"2024-03-31 14:41:48";"Fnac";"refund";"debit"
2491;"Online payment";4545,82;"2023-01-07 20:27:18";"Franprix";"payment";"credit"
2492;"Invoice from Air France";-1047,24;"2024-01-12 18:44:56";"Air France";"payment";"debit"
2493;"Direct debit";784,36;"2023-10-17 20:01:14";"SFR";"direct_debit";"credit"
2494;"Outgoing transfer";-1364,92;"2023-10-17 10:54:41";"Bouygues";"payment";"debit"
2495;"Card expense at Deliveroo";-345,93;"2023-04-15 15:31:38";"Deliveroo";"direct_debit";"debit"
2496;"Refund from Carrefour";-1247,20;"2024-02-12 10:37:25";"Carrefour";"payment";"debit"
2497;"Incoming transfer";-1305,24;"2023-08-27 02:59:52";"Amazon.fr";"direct_debit";"debit"
2498;"Purchase at Franprix";-1997,19;"2023-12-12 20:54:02";"Franprix";"refund";"debit"
2499;"Outgoing transfer";-655,11;"2023-04-08 12:19:11";"EDF";"transfer";"debit"
2500;"Online payment";-1137,58;"2024-02-25 06:13:33";"Veolia";"transfer";"debit"
2501;"Subscription to Uber";-1546,11;"2023-09-07 18:39:32";"Uber";"direct_debit";"debit"
2502;"Subscription to EDF";-148,09;"2024-03-23 18:48:31";"EDF";"payment";"debit"
2503;"Receipt from La Poste";-237,29;"2023-06-08 11:34:16";"La Poste";"direct_debit";"debit"
2504;"Direct debit";3354,09;"2024-02-15 02:52:54";"Systeme U";"refund";"credit"
2505;"Purchase at Fnac";355,88;"2024-02-14 14:35:00";"Fnac";"refund";"credit"
2506;"Refund from Amazon.fr";592,77;"2023-11-20 03:31:46";"Amazon.fr";"direct_debit";"credit"
2507;"Card expense at La Poste";2319,47;"2023-01-14 20:26:24";"La Poste";"payment";"credit"
2508;"Subscription to Lidl";-794,57;"2024-02-11 14:29:26";"Lidl";"refund";"debit"
2509;"Subscription to Leclerc";-830,68;"2024-03-01 11:57:06";"Leclerc";"refund";"debit"
2510;"Purchase at Carrefour";-1676,03;"2024-03-29 16:25:58";"Carrefour";"direct_debit";"debit"
2511;"Card expense at Deliveroo";3058,55;"2023-01-17 12:50:35";"Deliveroo";"refund";"credit"
2512;"Outgoing transfer";-1236,23;"2023-01-04 23:20:38";"Deliveroo";"transfer";"debit"
2513;"Incoming transfer";-1221,79;"2024-01-09 18:11:37";"SNCF";"payment";"debit"
2514;"Incoming transfer";2853,83;"2023-10-14 04:09:12";"Uber";"direct_debit";"credit"
2515;"Invoice from La Poste";-1238,32;"2023-09-25 19:55:15";"La Poste";"transfer";"debit"
2516;"Receipt from Monoprix";-1003,02;"2023-10-02 22:17:30";"Monoprix";"direct_debit";"debit"
2517;"Receipt from Lidl";-1139,83;"2024-03-26 10:02:01";"Lidl";"refund";"debit"
2518;"Online payment";4421,65;"2023-10-15 13:30:56";"Leclerc";"refund";"credit"
2519;"Online payment";1249,21;"2023-05-16 05:34:33";"Air France";"payment";"credit"
2520;"Receipt from Bouygues";-1999,05;"2023-04-28 15:06:43";"Bouygues";"refund";"debit"
2521;"Receipt from Air France";-1445,05;"2023-12-05 19:30:04";"Air France";"refund";"debit"
2522;"Outgoing transfer";6,25;"2023-11-10 17:59:37";"Amazon.fr";"refund";"credit"
2523;"Card expense at Deliveroo";2357,22;"2023-01-22 20:16:45";"Deliveroo";"direct_debit";"credit"
2524;"Invoice from Leclerc";4326,95;"2023-08-26 09:52:10";"Leclerc";"refund";"credit"
2525;"Incoming transfer";803,18;"2024-04-10 07:05:33";"Bouygues";"refund";"credit"
2526;"Outgoing transfer";3349,66;"2023-12-18 07:20:21";"Deliveroo";"payment";"credit"
2527;"Refund from Auchan";-1798,09;"2023-08-21 19:08:05";"Auchan";"transfer";"debit"
2528;"Incoming transfer";-427,07;"2024-02-21 05:03:48";"Amazon.fr";"payment";"debit"
2529;"Invoice from Deliveroo";-1809,03;"2023-07-21 06:31:03";"Deliveroo";"payment";"debit"
2530;"Purchase at Darty";-513,56;"2023-12-20 14:01:43";"Darty";"direct_debit";"debit"
2531;"Online payment";3201,51;"2023-09-11 16:55:43";"Bouygues";"refund";"credit"
2532;"Card expense at Orange";4457,68;"2023-06-13 19:46:58";"Orange";"direct_debit";"credit"
2533;"Incoming transfer";4583,55;"2024-02-04 08:44:04";"Veolia";"transfer";"credit"
2534;"Incoming transfer";3343,42;"2023-03-11 01:37:13";"Leclerc";"transfer";"credit"
2535;"Online payment";-1641,02;"2023-06-17 13:41:50";"Carrefour";"direct_debit";"debit"
2536;"Online payment";-1668,09;"2023-03-14 02:33:46";"Monoprix";"payment";"debit"
2537;"Refund from Fnac";-952,99;"2024-03-13 15:39:38";"Fnac";"direct_debit";"debit"
2538;"Subscription to Auchan";-1783,88;"2023-03-15 19:05:25";"Auchan";"direct_debit";"debit"
2539;"Refund from SFR";-345,31;"2023-03-19 06:14:25";"SFR";"refund";"debit"
2540;"Invoice from Air France";-1669,65;"2023-07-17 20:38:26";"Air France";"payment";"debit"
2541;"Invoice from Systeme U";541,71;"2023-12-24 02:30:50";"Systeme U";"payment";"credit"
2542;"Outgoing transfer";-277,22;"2023-12-26 04:48:10";"Darty";"direct_debit";"debit"
2543;"Online payment";-774,85;"2023-08-14 16:20:51";"RATP";"transfer";"debit"
2544;"Direct debit";1582,84;"2023-10-29 00:59:23";"Uber";"transfer";"credit"
2545;"Invoice from La Poste";-421,87;"2023-10-29 19:17:18";"La Poste";"refund";"debit"
2546;"Refund from Deliveroo";-1193,82;"2023-06-19 23:42:07";"Deliveroo";"direct_debit";"debit"
2547;"Card expense at EDF";4148,69;"2023-05-24 06:07:55";"EDF";"payment";"credit"
2548;"Receipt from Leclerc";-1038,25;"2024-04-14 05:45:30";"Leclerc";"transfer";"debit"
2549;"Subscription to SNCF";-1013,75;"2023-05-17 16:14:16";"SNCF";"payment";"debit"
2550;"Card expense at Leclerc";3374,97;"2023-11-28 12:57:03";"Leclerc";"direct_debit";"credit"
2551;"Incoming transfer";4282,01;"2023-09-16 06:36:17";"SFR";"direct_debit";"credit"
2552;"Receipt from TotalEnergies";4904,91;"2024-02-06 01:48:45";"TotalEnergies";"payment";"credit"
2553;"Refund from SNCF";-1922,45;"2023-01-05 08:24:33";"SNCF";"transfer";"debit"
2554;"Receipt from Intermarche";474,58;"2024-04-09 10:22:52";"Intermarche";"payment";"credit"
2555;"Direct debit";-1687,63;"2023-10-23 13:49:09";"Fnac";"direct_debit";"debit"
2556;"Card expense at Lidl";3768,43;"2024-02-27 19:19:24";"Lidl";"direct_debit";"credit"
2557;"Card expense at Auchan";-1871,11;"2023-07-08 09:08:10";"Auchan";"transfer";"debit"
2558;"Online payment";-705,72;"2023-04-21 10:45:08";"Fnac";"transfer";"debit"
2559;"Online payment";3719,25;"2023-07-18 19:49:52";"Leclerc";"refund";"credit"
2560;"Refund from Transilien";3400,77;"2023-05-22 12:47:42";"Transilien";"payment";"credit"
2561;"Incoming transfer";-1018,58;"2023-06-06 04:46:15";"RATP";"refund";"debit"
2562;"Purchase at SNCF";4117,89;"2023-12-24 09:59:41";"SNCF";"refund";"credit"
2563;"Invoice from La Poste";4359,01;"2024-02-07 03:14:02";"La Poste";"transfer";"credit"
2564;"Invoice from Systeme U";-636,78;"2023-05-28 09:44:09";"Systeme U";"direct_debit";"debit"
2565;"Subscription to Leclerc";-1952,10;"2023-08-27 22:26:52";"Leclerc";"payment";"debit"
2566;"Subscription to SNCF";-950,43;"2023-07-26 02:54:50";"SNCF";"refund";"debit"
2567;"Incoming transfer";-327,18;"2023-07-22 16:47:07";"RATP";"refund";"debit"
2568;"Refund from Leclerc";3685,76;"2023-05-28 21:47:32";"Leclerc";"transfer";"credit"
2569;"Outgoing transfer";-1529,58;"2023-05-11 10:41:12";"Franprix";"transfer";"debit"
2570;"Outgoing transfer";-1035,76;"2023-06-01 20:30:01";"Auchan";"payment";"debit"
2571;"Refund from Systeme U";-1438,97;"2023-07-31 21:21:39";"Systeme U";"transfer";"debit"
2572;"Online payment";-428,15;"2023-03-08 10:11:27";"Uber";"payment";"debit"
2573;"Online payment";-732,62;"2023-08-08 06:34:13";"RATP";"refund";"debit"
2574;"Incoming transfer";3409,40;"2023-02-08 21:32:18";"Fnac";"direct_debit";"credit"
2575;"Card expense at SNCF";-739,63;"2023-05-04 01:24:40";"SNCF";"payment";"debit"
2576;"Outgoing transfer";-1392,11;"2023-12-05 03:55:56";"Lidl";"payment";"debit"
2577;"Refund from Franprix";1204,08;"2024-04-14 06:43:51";"Franprix";"refund";"credit"
2578;"Online payment";-895,05;"2023-01-20 14:48:17";"Bouygues";"direct_debit";"debit"
2579;"Online payment";-688,72;"2023-08-13 06:48:03";"Fnac";"direct_debit";"debit"
2580;"Subscription to Monoprix";-1948,05;"2023-11-11 18:21:43";"Monoprix";"direct_debit";"debit"
2581;"Online payment";-574,16;"2024-03-12 03:36:13";"Uber";"refund";"debit"
2582;"Online payment";-362,08;"2024-02-22 10:58:02";"Uber";"refund";"debit"
2583;"Receipt from Bouygues";3976,73;"2023-10-15 03:08:37";"Bouygues";"direct_debit";"credit"
2584;"Subscription to EDF";-313,28;"2023-11-29 05:32:10";"EDF";"transfer";"debit"
2585;"Online payment";-347,55;"2023-05-09 19:29:52";"Systeme U";"direct_debit";"debit"
2586;"Refund from Systeme U";-1706,65;"2023-01-27 18:36:32";"Systeme U";"refund";"debit"
2587;"Invoice from Fnac";-1981,09;"2023-12-10 14:06:16";"Fnac";"direct_debit";"debit"
2588;"Card expense at Air France";1541,77;"2023-04-01 04:54:04";"Air France";"payment";"credit"
2589;"Outgoing transfer";1910,22;"2024-03-19 00:36:25";"Monoprix";"payment";"credit"
2590;"Outgoing transfer";4008,60;"2023-03-22 03:10:27";"SFR";"payment";"credit"
2591;"Refund from Amazon.fr";-1644,69;"2023-05-02 09:13:18";"Amazon.fr";"direct_debit";"debit"
2592;"Invoice from La Poste";-1483,04;"2023-04-08 09:33:50";"La Poste";"refund";"debit"
2593;"Receipt from Lidl";-1519,51;"2024-02-22 05:37:06";"Lidl";"transfer";"debit"
2594;"Receipt from Auchan";-214,16;"2023-11-13 22:47:11";"Auchan";"transfer";"debit"
2595;"Purchase at Franprix";-338,59;"2023-07-21 14:25:50";"Franprix";"refund";"debit"
2596;"Card expense at Darty";-467,08;"2023-05-22 05:35:50";"Darty";"direct_debit";"debit"
2597;"Invoice from Uber";2109,53;"2024-01-31 19:30:52";"Uber";"payment";"credit"
2598;"Invoice from Carrefour";2505,98;"2023-11-21 19:28:57";"Carrefour";"transfer";"credit"
2599;"Invoice from EDF";-1710,11;"2023-01-29 01:45:57";"EDF";"payment";"debit"
2600;"Receipt from Auchan";-846,06;"2023-12-01 12:57:25";"Auchan";"direct_debit";"debit"
2601;"Outgoing transfer";-1222,67;"2023-04-11 17:12:02";"La Poste";"direct_debit";"debit"
2602;"Direct debit";2093,02;"2024-02-09 21:01:06";"Systeme U";"payment";"credit"
2603;"Refund from Intermarche";-1702,63;"2023-07-28 20:57:29";"Intermarche";"transfer";"debit"
2604;"Outgoing transfer";-1190,69;"2023-09-07 21:41:34";"Orange";"direct_debit";"debit"
2605;"Purchase at Intermarche";-740,15;"2023-03-18 02:49:08";"Intermarche";"direct_debit";"debit"
2606;"Receipt from Franprix";-450,17;"2024-03-14 15:55:55";"Franprix";"transfer";"debit"
2607;"Direct debit";-1189,06;"2024-04-15 12:03:31";"TotalEnergies";"transfer";"debit"
2608;"Receipt from EDF";-1395,05;"2023-04-26 04:55:12";"EDF";"refund";"debit"
2609;"Invoice from Amazon.fr";-481,74;"2023-07-06 22:52:06";"Amazon.fr";"direct_debit";"debit"
2610;"Direct debit";-944,17;"2023-04-07 01:08:36";"Bouygues";"payment";"debit"
2611;"Direct debit";-1978,49;"2023-03-24 01:53:27";"Air France";"direct_debit";"debit"
2612;"Direct debit";-1707,21;"2023-04-18 03:05:36";"Air France";"transfer";"debit"
2613;"Purchase at Monoprix";365,38;"2023-05-24 01:32:23";"Monoprix";"direct_debit";"credit"
2614;"Receipt from RATP";-68,07;"2023-06-19 13:35:04";"RATP";"refund";"debit"
2615;"Card expense at SFR";-774,47;"2023-12-27 22:56:30";"SFR";"payment";"debit"
2616;"Refund from Darty";323,49;"2023-11-29 02:09:27";"Darty";"transfer";"credit"
2617;"Purchase at Monoprix";-1812,11;"2023-04-11 15:54:52";"Monoprix";"transfer";"debit"
2618;"Invoice from Lidl";3458,55;"2023-03-30 20:06:31";"Lidl";"transfer";"credit"
2619;"Purchase at Veolia";-404,87;"2023-02-18 02:00:34";"Veolia";"direct_debit";"debit"
2620;"Subscription to TotalEnergies";2300,65;"2023-10-07 12:26:17";"TotalEnergies";"transfer";"credit"
2621;"Incoming transfer";-739,33;"2024-02-14 22:42:32";"Carrefour";"payment";"debit"
2622;"Invoice from Auchan";-1640,40;"2023-06-19 09:20:32";"Auchan";"refund";"debit"
2623;"Refund from Transilien";-1555,26;"2023-11-12 12:21:09";"Transilien";"payment";"debit"
2624;"Online payment";-240,65;"2023-04-16 03:22:07";"Transilien";"transfer";"debit"
2625;"Invoice from Lidl";-467,93;"2024-03-26 16:18:34";"Lidl";"direct_debit";"debit"
2626;"Outgoing transfer";-1779,86;"2023-10-22 11:39:22";"Monoprix";"refund";"debit"
2627;"Refund from Deliveroo";-1623,14;"2024-03-04 11:11:46";"Deliveroo";"transfer";"debit"
2628;"Outgoing transfer";477,79;"2024-01-23 19:56:41";"Monoprix";"transfer";"credit"
2629;"Outgoing transfer";3315,43;"2023-12-30 05:36:00";"Uber";"refund";"credit"
2630;"Subscription to Uber";4897,24;"2024-04-23 03:35:21";"Uber";"payment";"credit"
2631;"Refund from Air France";-230,81;"2023-05-11 12:06:30";"Air France";"direct_debit";"debit"
2632;"Receipt from Carrefour";1163,62;"2023-05-02 22:01:30";"Carrefour";"refund";"credit"
2633;"Online payment";-301,22;"2023-11-22 01:58:52";"Veolia";"transfer";"debit"
2634;"Outgoing transfer";-1348,06;"2023-01-15 13:25:38";"Veolia";"transfer";"debit"
2635;"Purchase at Intermarche";-1294,64;"2023-05-20 21:04:27";"Intermarche";"payment";"debit"
2636;"Direct debit";-1779,53;"2023-08-08 13:32:59";"Auchan";"transfer";"debit"
2637;"Invoice from TotalEnergies";-1091,40;"2023-04-26 09:26:39";"TotalEnergies";"transfer";"debit"
2638;"Online payment";-284,12;"2023-10-13 12:02:50";"SNCF";"refund";"debit"
2639;"Subscription to Fnac";-1969,15;"2023-04-07 04:05:09";"Fnac";"transfer";"debit"
2640;"Refund from Air France";-942,41;"2024-01-17 19:29:20";"Air France";"direct_debit";"debit"
2641;"Subscription to Fnac";-471,66;"2024-01-16 19:40:13";"Fnac";"transfer";"debit"
2642;"Incoming transfer";-641,47;"2023-12-07 06:25:39";"Veolia";"direct_debit";"debit"
2643;"Direct debit";4386,33;"2023-08-03 01:18:48";"TotalEnergies";"transfer";"credit"
2644;"Incoming transfer";-1540,78;"2023-10-03 18:51:31";"Veolia";"payment";"debit"
2645;"Invoice from Darty";-288,32;"2023-04-01 08:07:55";"Darty";"payment";"debit"
2646;"Receipt from Carrefour";4304,27;"2023-06-27 18:56:56";"Carrefour";"direct_debit";"credit"
2647;"Direct debit";-360,36;"2024-01-17 18:52:01";"Deliveroo";"refund";"debit"
2648;"Outgoing transfer";924,95;"2023-11-13 17:47:44";"Carrefour";"transfer";"credit"
2649;"Purchase at RATP";-1942,25;"2023-12-14 10:05:20";"RATP";"refund";"debit"
2650;"Online payment";-1200,47;"2023-09-27 04:44:41";"Intermarche";"transfer";"debit"
2651;"Receipt from Monoprix";-1799,38;"2024-02-22 21:50:56";"Monoprix";"direct_debit";"debit"
2652;"Card expense at Fnac";-1583,33;"2023-12-05 17:56:58";"Fnac";"payment";"debit"
2653;"Online payment";4271,31;"2023-03-08 23:08:17";"Monoprix";"payment";"credit"
2654;"Refund from Orange";-1894,17;"2023-11-08 07:19:12";"Orange";"direct_debit";"debit"
2655;"Outgoing transfer";-878,29;"2023-06-09 23:58:08";"Uber";"payment";"debit"
2656;"Online payment";286,87;"2023-10-04 06:39:03";"EDF";"direct_debit";"credit"
2657;"Outgoing transfer";-1530,84;"2023-03-11 18:44:08";"Orange";"refund";"debit"
2658;"Incoming transfer";2861,45;"2024-01-28 07:31:58";"Orange";"transfer";"credit"
2659;"Invoice from Monoprix";3229,94;"2023-10-06 01:38:06";"Monoprix";"refund";"credit"
2660;"Incoming transfer";-99,43;"2024-03-16 20:22:07";"Franprix";"transfer";"debit"
2661;"Purchase at Lidl";-1310,09;"2023-04-03 13:22:51";"Lidl";"direct_debit";"debit"
2662;"Receipt from La Poste";-1468,70;"2023-11-18 04:51:58";"La Poste";"direct_debit";"debit"
2663;"Refund from Intermarche";1403,04;"2023-06-11 18:02:21";"Intermarche";"transfer";"credit"
2664;"Invoice from TotalEnergies";-298,33;"2023-11-11 01:15:31";"TotalEnergies";"direct_debit";"debit"
2665;"Purchase at Transilien";-1069,08;"2024-02-23 11:57:55";"Transilien";"direct_debit";"debit"
2666;"Online payment";1280,80;"2023-01-31 13:42:15";"Uber";"refund";"credit"
2667;"Receipt from Amazon.fr";3560,53;"2024-03-19 16:08:39";"Amazon.fr";"payment";"credit"
2668;"Online payment";-25,96;"2023-02-24 05:24:36";"Fnac";"transfer";"debit"
2669;"Direct debit";-616,35;"2023-12-05 05:49:17";"Carrefour";"direct_debit";"debit"
2670;"Online payment";-1447,46;"2024-03-13 11:44:40";"TotalEnergies";"direct_debit";"debit"
2671;"Invoice from Uber";-149,30;"2023-07-25 20:34:16";"Uber";"transfer";"debit"
2672;"Refund from Leclerc";4412,15;"2023-04-11 17:45:03";"Leclerc";"refund";"credit"
2673;"Subscription to Monoprix";-366,08;"2023-11-11 23:08:15";"Monoprix";"direct_debit";"debit"
2674;"Refund from Orange";3065,21;"2023-01-25 23:19:01";"Orange";"refund";"credit"
2675;"Purchase at Transilien";-312,53;"2023-01-25 08:04:58";"Transilien";"transfer";"debit"
2676;"Outgoing transfer";4425,55;"2023-03-15 09:16:51";"Amazon.fr";"payment";"credit"
2677;"Online payment";-1194,41;"2024-03-23 08:22:25";"Intermarche";"refund";"debit"
2678;"Receipt from Deliveroo";3530,22;"2023-09-08 09:26:48";"Deliveroo";"payment";"credit"
2679;"Subscription to Bouygues";-1033,04;"2023-08-01 00:59:18";"Bouygues";"refund";"debit"
2680;"Outgoing transfer";-1756,68;"2023-04-03 07:16:46";"Uber";"refund";"debit"
2681;"Invoice from Carrefour";-1253,41;"2023-07-17 21:42:17";"Carrefour";"direct_debit";"debit"
2682;"Card expense at La Poste";699,69;"2023-06-27 08:13:56";"La Poste";"direct_debit";"credit"
2683;"Subscription to Fnac";735,16;"2023-03-23 12:33:02";"Fnac";"transfer";"credit"
2684;"Receipt from EDF";-480,18;"2023-09-26 19:13:42";"EDF";"transfer";"debit"
